PLAN DE ESTUDIOS,NRC,CONECTOR  LIGA,LISTA CRUZADA,MATERIA,CURSO,SECC.,TITULO,CREDITO,LUNES,MARTES,MIERCOLES,JUEVES,VIERNES,SABADO,INICIO,FIN,SALA,TIPO,PROFESOR
PE2016,3936,,,ING,1102,2,FUNDAMENTOS DE QUIMICA,5,,,,,13:30 -15:20,,22/04/2022,22/04/2022,,PRBA 2,SALINAS/QUEZADA MELISSA ALEJANDRA  + MEDINA/ARMIJO ALEJANDRA JACQUELINE (LABT)
PE2016,3936,,,ING,1102,2,FUNDAMENTOS DE QUIMICA,5,,,,,13:30 -15:20,,13/05/2022,13/05/2022,,PRBA 3,SALINAS/QUEZADA MELISSA ALEJANDRA  + MEDINA/ARMIJO ALEJANDRA JACQUELINE (LABT)
PE2016,3936,,,ING,1102,2,FUNDAMENTOS DE QUIMICA,5,,,,,13:30 -15:20,,03/06/2022,03/06/2022,,PRBA 4,SALINAS/QUEZADA MELISSA ALEJANDRA  + MEDINA/ARMIJO ALEJANDRA JACQUELINE (LABT)
PE2016,3937,,,ING,1102,3,FUNDAMENTOS DE QUIMICA,5,13:30 -15:20,,,,,,04/07/2022,04/07/2022,,EXAM,ARAYA/ARANCIBIA BLANCA BEGONA  + MEDINA/ARMIJO ALEJANDRA JACQUELINE (LABT)
PE2016,3937,,,ING,1102,3,FUNDAMENTOS DE QUIMICA,5,,,12:30 -15:20,,,,02/03/2022,22/06/2022,,CLAS,ARAYA/ARANCIBIA BLANCA BEGONA  + MEDINA/ARMIJO ALEJANDRA JACQUELINE (LABT)
PE2016,3937,,,ING,1102,3,FUNDAMENTOS DE QUIMICA,5,,,,16:30 -18:20,,,07/03/2022,22/06/2022,,LABT,ARAYA/ARANCIBIA BLANCA BEGONA  + MEDINA/ARMIJO ALEJANDRA JACQUELINE (LABT)
PE2016,3937,,,ING,1102,3,FUNDAMENTOS DE QUIMICA,5,,,,,13:30 -15:20,,07/03/2022,22/06/2022,,AYUD,ARAYA/ARANCIBIA BLANCA BEGONA  + MEDINA/ARMIJO ALEJANDRA JACQUELINE (LABT)
PE2016,3937,,,ING,1102,3,FUNDAMENTOS DE QUIMICA,5,,,,,13:30 -15:20,,01/04/2022,01/04/2022,,PRBA 1,ARAYA/ARANCIBIA BLANCA BEGONA  + MEDINA/ARMIJO ALEJANDRA JACQUELINE (LABT)
PE2016,3937,,,ING,1102,3,FUNDAMENTOS DE QUIMICA,5,,,,,13:30 -15:20,,22/04/2022,22/04/2022,,PRBA 2,ARAYA/ARANCIBIA BLANCA BEGONA  + MEDINA/ARMIJO ALEJANDRA JACQUELINE (LABT)
PE2016,3937,,,ING,1102,3,FUNDAMENTOS DE QUIMICA,5,,,,,13:30 -15:20,,13/05/2022,13/05/2022,,PRBA 3,ARAYA/ARANCIBIA BLANCA BEGONA  + MEDINA/ARMIJO ALEJANDRA JACQUELINE (LABT)
PE2016,3937,,,ING,1102,3,FUNDAMENTOS DE QUIMICA,5,,,,,13:30 -15:20,,03/06/2022,03/06/2022,,PRBA 4,ARAYA/ARANCIBIA BLANCA BEGONA  + MEDINA/ARMIJO ALEJANDRA JACQUELINE (LABT)
PE2016,3938,,,ING,1102,4,FUNDAMENTOS DE QUIMICA,5,13:30 -15:20,,,,,,04/07/2022,04/07/2022,,EXAM,ARAYA/ARANCIBIA BLANCA BEGONA  + MEDINA/ARMIJO ALEJANDRA JACQUELINE (LABT)
PE2016,3938,,,ING,1102,4,FUNDAMENTOS DE QUIMICA,5,,12:30 -15:20,,,,,02/03/2022,22/06/2022,,CLAS,ARAYA/ARANCIBIA BLANCA BEGONA  + MEDINA/ARMIJO ALEJANDRA JACQUELINE (LABT)
PE2016,3938,,,ING,1102,4,FUNDAMENTOS DE QUIMICA,5,,,10:30 -12:20,,,,07/03/2022,22/06/2022,,LABT,ARAYA/ARANCIBIA BLANCA BEGONA  + MEDINA/ARMIJO ALEJANDRA JACQUELINE (LABT)
PE2016,3938,,,ING,1102,4,FUNDAMENTOS DE QUIMICA,5,,,,,13:30 -15:20,,07/03/2022,22/06/2022,,AYUD,ARAYA/ARANCIBIA BLANCA BEGONA  + MEDINA/ARMIJO ALEJANDRA JACQUELINE (LABT)
PE2016,3938,,,ING,1102,4,FUNDAMENTOS DE QUIMICA,5,,,,,13:30 -15:20,,01/04/2022,01/04/2022,,PRBA 1,ARAYA/ARANCIBIA BLANCA BEGONA  + MEDINA/ARMIJO ALEJANDRA JACQUELINE (LABT)
PE2016,3938,,,ING,1102,4,FUNDAMENTOS DE QUIMICA,5,,,,,13:30 -15:20,,22/04/2022,22/04/2022,,PRBA 2,ARAYA/ARANCIBIA BLANCA BEGONA  + MEDINA/ARMIJO ALEJANDRA JACQUELINE (LABT)
PE2016,3938,,,ING,1102,4,FUNDAMENTOS DE QUIMICA,5,,,,,13:30 -15:20,,13/05/2022,13/05/2022,,PRBA 3,ARAYA/ARANCIBIA BLANCA BEGONA  + MEDINA/ARMIJO ALEJANDRA JACQUELINE (LABT)
PE2016,3938,,,ING,1102,4,FUNDAMENTOS DE QUIMICA,5,,,,,13:30 -15:20,,03/06/2022,03/06/2022,,PRBA 4,ARAYA/ARANCIBIA BLANCA BEGONA  + MEDINA/ARMIJO ALEJANDRA JACQUELINE (LABT)
PE2022,5821,,U7,ICA,5110,1,G. RESIDUOS SOLIDOS Y REM SUEL,6,,09:30 -12:20,,,,,07/03/2022,22/06/2022,R-23,CLAS,SAN MARTIN/DAVISON JESSICA KATHERINE
PE2022,5821,,U7,ICA,5110,1,G. RESIDUOS SOLIDOS Y REM SUEL,6,,09:30 -12:20,,,,,12/04/2022,12/04/2022,R-23,PRBA 1,SAN MARTIN/DAVISON JESSICA KATHERINE
PE2022,5821,,U7,ICA,5110,1,G. RESIDUOS SOLIDOS Y REM SUEL,6,,09:30 -12:20,,,,,10/05/2022,10/05/2022,R-23,PRBA 2,SAN MARTIN/DAVISON JESSICA KATHERINE
PE2022,5821,,U7,ICA,5110,1,G. RESIDUOS SOLIDOS Y REM SUEL,6,,09:30 -12:20,,,,,07/06/2022,07/06/2022,R-23,PRBA 3,SAN MARTIN/DAVISON JESSICA KATHERINE
PE2022,5821,,U7,ICA,5110,1,G. RESIDUOS SOLIDOS Y REM SUEL,6,,,,15:30 -17:20,,,30/06/2022,30/06/2022,,EXAM,SAN MARTIN/DAVISON JESSICA KATHERINE
PE2022,5819,,U6,ICA,6110,1,GESTION AMBIENTAL Y PROD LIMPI,6,17:30 -19:20,,,,,,14/03/2022,22/06/2022,,AYUD,RAKIC/. MIRJANA 
PE2022,5819,,U6,ICA,6110,1,GESTION AMBIENTAL Y PROD LIMPI,6,10:30 -12:20,,,,,,04/07/2022,04/07/2022,,EXAM,RAKIC/. MIRJANA 
PE2022,5819,,U6,ICA,6110,1,GESTION AMBIENTAL Y PROD LIMPI,6,,,13:30 -16:20,,,,07/03/2022,22/06/2022,H-204,CLAS,RAKIC/. MIRJANA 
PE2022,5819,,U6,ICA,6110,1,GESTION AMBIENTAL Y PROD LIMPI,6,,,13:30 -16:20,,,,20/04/2022,20/04/2022,H-204,PRBA 1,RAKIC/. MIRJANA 
PE2022,5819,,U6,ICA,6110,1,GESTION AMBIENTAL Y PROD LIMPI,6,,,13:30 -16:20,,,,01/06/2022,01/06/2022,H-204,PRBA 2,RAKIC/. MIRJANA 
PE2016,3941,,U6,ICA,6101,1,GESTION AMBIENTAL Y PRODUCCION,6,17:30 -19:20,,,,,,14/03/2022,22/06/2022,,AYUD,RAKIC/. MIRJANA 
PE2016,3941,,U6,ICA,6101,1,GESTION AMBIENTAL Y PRODUCCION,6,10:30 -12:20,,,,,,04/07/2022,04/07/2022,,EXAM,RAKIC/. MIRJANA 
PE2016,3941,,U6,ICA,6101,1,GESTION AMBIENTAL Y PRODUCCION,6,,,13:30 -16:20,,,,07/03/2022,22/06/2022,H-204,CLAS,RAKIC/. MIRJANA 
PE2016,3941,,U6,ICA,6101,1,GESTION AMBIENTAL Y PRODUCCION,6,,,13:30 -16:20,,,,20/04/2022,20/04/2022,H-204,PRBA 1,RAKIC/. MIRJANA 
PE2016,3941,,U6,ICA,6101,1,GESTION AMBIENTAL Y PRODUCCION,6,,,13:30 -16:20,,,,01/06/2022,01/06/2022,H-204,PRBA 2,RAKIC/. MIRJANA 
PE2016,3943,,,ICI,4101,1,GESTION DE OPERACIONES,6,,,14:30 -17:20,,,,07/03/2022,22/06/2022,C-104,CLAS,GONZALEZ/RAMIREZ ROSA GUADALUPE
PE2016,3943,,,ICI,4101,1,GESTION DE OPERACIONES,6,,,14:30 -17:20,,,,04/05/2022,04/05/2022,C-104,PRBA 1,GONZALEZ/RAMIREZ ROSA GUADALUPE
PE2016,3943,,,ICI,4101,1,GESTION DE OPERACIONES,6,,,,10:30 -12:20,,,07/07/2022,07/07/2022,,EXAM,GONZALEZ/RAMIREZ ROSA GUADALUPE
PE2016,3943,,,ICI,4101,1,GESTION DE OPERACIONES,6,,,,,15:30 -17:20,,14/03/2022,22/06/2022,,AYUD,GONZALEZ/RAMIREZ ROSA GUADALUPE
PE2016,3869,,,ICI,1000,1,GESTION DE OPERACIONES EN SERV,6,,,,,16:30 -19:20,,07/03/2022,22/06/2022,C-114,CLAS,MEDINA/REYES GIOVANNI ALESSANDRO
PE2016,3869,,,ICI,1000,1,GESTION DE OPERACIONES EN SERV,6,,10:30 -12:20,,,,,05/07/2022,05/07/2022,C-114,EXAM,MEDINA/REYES GIOVANNI ALESSANDRO
PE2016,3945,,,ICI,4204,1,GESTION DE PERSONAS Y DESARROL,6,10:30 -12:20,,,,,,04/07/2022,04/07/2022,,EXAM,CASTELLA/RINGLER PAULINA + JARA/FRANCO SCARLLET
PE2016,3945,,,ICI,4204,1,GESTION DE PERSONAS Y DESARROL,6,,10:30 -13:20,,,,,07/03/2022,22/06/2022,,CLAS,CASTELLA/RINGLER PAULINA + JARA/FRANCO SCARLLET
PE2016,3945,,,ICI,4204,1,GESTION DE PERSONAS Y DESARROL,6,,,,19:30 -21:20,,,07/04/2022,07/04/2022,,PRBA 1,CASTELLA/RINGLER PAULINA + JARA/FRANCO SCARLLET
PE2016,3945,,,ICI,4204,1,GESTION DE PERSONAS Y DESARROL,6,,,,19:30 -21:20,,,02/06/2022,02/06/2022,,PRBA 2,CASTELLA/RINGLER PAULINA + JARA/FRANCO SCARLLET
PE2016,3947,,,ICI,5201,1,GESTION ESTRATEGICA,6,08:30 -10:20,,,,,,07/03/2022,22/06/2022,C-219,CLAS,RIVERA/BUSTOS FERNANDO 
PE2016,3947,,,ICI,5201,1,GESTION ESTRATEGICA,6,,08:30 -10:20,,,,,07/03/2022,22/06/2022,C-219,CLAS,RIVERA/BUSTOS FERNANDO 
PE2016,3947,,,ICI,5201,1,GESTION ESTRATEGICA,6,,08:30 -10:20,,,,,19/04/2022,19/04/2022,C-219,PRBA 1,RIVERA/BUSTOS FERNANDO 
PE2016,3947,,,ICI,5201,1,GESTION ESTRATEGICA,6,,08:30 -10:20,,,,,31/05/2022,31/05/2022,C-219,PRBA 2,RIVERA/BUSTOS FERNANDO 
PE2016,3947,,,ICI,5201,1,GESTION ESTRATEGICA,6,,13:30 -15:20,,,,,05/07/2022,05/07/2022,,EXAM,RIVERA/BUSTOS FERNANDO 
PE2016,3949,,U7,ICA,5101,1,GESTION RESIDUOS SOLIDOS Y REM,6,,09:30 -12:20,,,,,07/03/2022,22/06/2022,R-23,CLAS,SAN MARTIN/DAVISON JESSICA KATHERINE
PE2016,3949,,U7,ICA,5101,1,GESTION RESIDUOS SOLIDOS Y REM,6,,09:30 -12:20,,,,,12/04/2022,12/04/2022,R-23,PRBA 1,SAN MARTIN/DAVISON JESSICA KATHERINE
PE2016,3949,,U7,ICA,5101,1,GESTION RESIDUOS SOLIDOS Y REM,6,,09:30 -12:20,,,,,10/05/2022,10/05/2022,R-23,PRBA 2,SAN MARTIN/DAVISON JESSICA KATHERINE
PE2016,3949,,U7,ICA,5101,1,GESTION RESIDUOS SOLIDOS Y REM,6,,09:30 -12:20,,,,,07/06/2022,07/06/2022,R-23,PRBA 3,SAN MARTIN/DAVISON JESSICA KATHERINE
PE2016,3949,,U7,ICA,5101,1,GESTION RESIDUOS SOLIDOS Y REM,6,,,,15:30 -17:20,,,30/06/2022,30/06/2022,,EXAM,SAN MARTIN/DAVISON JESSICA KATHERINE
PE2016,3897,,,ICI,15,1,GOP LOGISTICO-PORTUARIAS,6,10:30 -12:20,,,,,,04/07/2022,04/07/2022,,EXAM,ASCENCIO/CARREÑO LUIS MARCELO
PE2016,3897,,,ICI,15,1,GOP LOGISTICO-PORTUARIAS,6,,,17:30 -19:20,,,,14/03/2022,22/06/2022,,AYUD,ASCENCIO/CARREÑO LUIS MARCELO
PE2016,3897,,,ICI,15,1,GOP LOGISTICO-PORTUARIAS,6,,,17:30 -19:20,,,,27/04/2022,27/04/2022,,PRBA 1,ASCENCIO/CARREÑO LUIS MARCELO
PE2016,3897,,,ICI,15,1,GOP LOGISTICO-PORTUARIAS,6,,,,,13:30 -16:20,,03/06/2022,03/06/2022,I201,PRBA 2,ASCENCIO/CARREÑO LUIS MARCELO
PE2016,3897,,,ICI,15,1,GOP LOGISTICO-PORTUARIAS,6,,,,,13:30 -16:20,,07/03/2022,22/06/2022,I201,CLAS,ASCENCIO/CARREÑO LUIS MARCELO
PE2016,3951,,,IOC,4103,1,HIDRAULICA,6,16:30 -19:20,,,,,,07/03/2022,22/06/2022,C-104,CLAS,LOYOLA/NUÑEZ OSCAR PATRICIO ALBERTO
PE2016,3951,,,IOC,4103,1,HIDRAULICA,6,19:30 -21:20,,,,,,25/04/2022,25/04/2022,,PRBA 1,LOYOLA/NUÑEZ OSCAR PATRICIO ALBERTO
PE2016,3951,,,IOC,4103,1,HIDRAULICA,6,,13:30 -15:20,,,,,28/06/2022,28/06/2022,,EXAM,LOYOLA/NUÑEZ OSCAR PATRICIO ALBERTO
PE2016,3951,,,IOC,4103,1,HIDRAULICA,6,,,,19:30 -21:20,,,09/06/2022,09/06/2022,,PRBA 2,LOYOLA/NUÑEZ OSCAR PATRICIO ALBERTO
PE2016,3951,,,IOC,4103,1,HIDRAULICA,6,,,,,15:30 -17:20,,14/03/2022,22/06/2022,,AYUD,LOYOLA/NUÑEZ OSCAR PATRICIO ALBERTO
PE2016,3953,,,IOC,16,1,HIDRAULICA URBANA,6,16:30 -19:20,,,,,,07/03/2022,22/06/2022,I201,CLAS,PARKES/VALENZUELA ETMAN 
PE2016,3953,,,IOC,16,1,HIDRAULICA URBANA,6,19:30 -21:20,,,,,,06/06/2022,06/06/2022,,PRBA 2,PARKES/VALENZUELA ETMAN 
PE2016,3953,,,IOC,16,1,HIDRAULICA URBANA,6,10:30 -12:20,,,,,,04/07/2022,04/07/2022,,EXAM,PARKES/VALENZUELA ETMAN 
PE2016,3953,,,IOC,16,1,HIDRAULICA URBANA,6,,,13:30 -15:20,,,,14/03/2022,22/06/2022,,AYUD,PARKES/VALENZUELA ETMAN 
PE2016,3953,,,IOC,16,1,HIDRAULICA URBANA,6,,,,19:30 -21:20,,,21/04/2022,21/04/2022,,PRBA 1,PARKES/VALENZUELA ETMAN 
PE2016,3955,,,IOC,4203,1,HIDROLOGIA,6,16:30 -19:20,,,,,,07/03/2022,22/06/2022,H-116,CLAS,GONZALEZ/VALENZUELA RICARDO JAVIER
PE2016,3955,,,IOC,4203,1,HIDROLOGIA,6,,15:30 -17:20,,,,,28/06/2022,28/06/2022,,EXAM,GONZALEZ/VALENZUELA RICARDO JAVIER
PE2016,3955,,,IOC,4203,1,HIDROLOGIA,6,,,,,13:30 -15:20,,08/04/2022,08/04/2022,,PRBA 1,GONZALEZ/VALENZUELA RICARDO JAVIER
PE2016,3955,,,IOC,4203,1,HIDROLOGIA,6,,,,,13:30 -15:20,,13/05/2022,13/05/2022,,PRBA 2,GONZALEZ/VALENZUELA RICARDO JAVIER
PE2016,3955,,,IOC,4203,1,HIDROLOGIA,6,,,,,13:30 -15:20,,14/03/2022,22/06/2022,,AYUD,GONZALEZ/VALENZUELA RICARDO JAVIER
PE2016,3957,,,IOC,4101,1,HORMIGON ARMADO,6,10:30 -11:20,,,,,,07/03/2022,22/06/2022,I205,CLAS,PAUL/QUIROZ ALVARO RAFAEL
PE2016,3957,,,IOC,4101,1,HORMIGON ARMADO,6,,13:30 -15:20,,,,,14/03/2022,22/06/2022,,AYUD,PAUL/QUIROZ ALVARO RAFAEL
PE2016,3957,,,IOC,4101,1,HORMIGON ARMADO,6,,13:30 -15:20,,,,,05/04/2022,05/04/2022,,PRBA 1,PAUL/QUIROZ ALVARO RAFAEL
PE2016,3957,,,IOC,4101,1,HORMIGON ARMADO,6,,13:30 -15:20,,,,,03/05/2022,03/05/2022,,PRBA 2,PAUL/QUIROZ ALVARO RAFAEL
PE2016,3957,,,IOC,4101,1,HORMIGON ARMADO,6,,13:30 -15:20,,,,,24/05/2022,24/05/2022,,PRBA 3,PAUL/QUIROZ ALVARO RAFAEL
PE2016,3957,,,IOC,4101,1,HORMIGON ARMADO,6,,13:30 -15:20,,,,,14/06/2022,14/06/2022,,PRBA 4,PAUL/QUIROZ ALVARO RAFAEL
PE2016,3957,,,IOC,4101,1,HORMIGON ARMADO,6,,,15:30 -17:20,,,,06/07/2022,06/07/2022,,EXAM,PAUL/QUIROZ ALVARO RAFAEL
PE2016,3957,,,IOC,4101,1,HORMIGON ARMADO,6,,,,09:30 -11:20,,,07/03/2022,22/06/2022,,CLAS,PAUL/QUIROZ ALVARO RAFAEL
PE2016,3959,,,ICC,5102,1,HUMAN COMPUTER INTERACTION,6,13:30 -15:20,,,,,,04/07/2022,04/07/2022,,EXAM,CARRENO/ESCOBAR CRISTIAN 
PE2016,3959,,,ICC,5102,1,HUMAN COMPUTER INTERACTION,6,,,,,13:30 -16:20,,07/03/2022,22/06/2022,H-207,CLAS,CARRENO/ESCOBAR CRISTIAN 
PE2022,5823,,U8,ICA,4230,1,ING BIOPROCESOS AMBIENTALES,6,,15:30 -17:20,,,,,14/03/2022,22/06/2022,,AYUD,ARAYA/ARANCIBIA BLANCA BEGONA  + MEDINA/ARMIJO ALEJANDRA JACQUELINE (LABT)
PE2022,5823,,U8,ICA,4230,1,ING BIOPROCESOS AMBIENTALES,6,,,15:30 -17:20,,,,29/06/2022,29/06/2022,,EXAM,ARAYA/ARANCIBIA BLANCA BEGONA  + MEDINA/ARMIJO ALEJANDRA JACQUELINE (LABT)
PE2022,5823,,U8,ICA,4230,1,ING BIOPROCESOS AMBIENTALES,6,,,,12:30 -15:20,,,07/03/2022,22/06/2022,C-025,CLAS,ARAYA/ARANCIBIA BLANCA BEGONA  + MEDINA/ARMIJO ALEJANDRA JACQUELINE (LABT)
PE2022,5823,,U8,ICA,4230,1,ING BIOPROCESOS AMBIENTALES,6,,,,12:30 -15:20,,,07/04/2022,07/04/2022,C-025,PRBA 1,ARAYA/ARANCIBIA BLANCA BEGONA  + MEDINA/ARMIJO ALEJANDRA JACQUELINE (LABT)
PE2022,5823,,U8,ICA,4230,1,ING BIOPROCESOS AMBIENTALES,6,,,,12:30 -15:20,,,05/05/2022,05/05/2022,C-025,PRBA 2,ARAYA/ARANCIBIA BLANCA BEGONA  + MEDINA/ARMIJO ALEJANDRA JACQUELINE (LABT)
PE2022,5823,,U8,ICA,4230,1,ING BIOPROCESOS AMBIENTALES,6,,,,12:30 -15:20,,,02/06/2022,02/06/2022,C-025,PRBA 3,ARAYA/ARANCIBIA BLANCA BEGONA  + MEDINA/ARMIJO ALEJANDRA JACQUELINE (LABT)
PE2016,3961,,U8,ICA,4204,1,INGENIERIA DE BIOPROCESOS AMBI,6,,15:30 -17:20,,,,,14/03/2022,22/06/2022,,AYUD,ARAYA/ARANCIBIA BLANCA BEGONA  + MEDINA/ARMIJO ALEJANDRA JACQUELINE (LABT)
PE2016,3961,,U8,ICA,4204,1,INGENIERIA DE BIOPROCESOS AMBI,6,,,15:30 -17:20,,,,29/06/2022,29/06/2022,,EXAM,ARAYA/ARANCIBIA BLANCA BEGONA  + MEDINA/ARMIJO ALEJANDRA JACQUELINE (LABT)
PE2016,3961,,U8,ICA,4204,1,INGENIERIA DE BIOPROCESOS AMBI,6,,,,12:30 -15:20,,,07/04/2022,07/04/2022,C-025,PRBA 1,ARAYA/ARANCIBIA BLANCA BEGONA  + MEDINA/ARMIJO ALEJANDRA JACQUELINE (LABT)
PE2016,3961,,U8,ICA,4204,1,INGENIERIA DE BIOPROCESOS AMBI,6,,,,12:30 -15:20,,,05/05/2022,05/05/2022,C-025,PRBA 2,ARAYA/ARANCIBIA BLANCA BEGONA  + MEDINA/ARMIJO ALEJANDRA JACQUELINE (LABT)
PE2016,3961,,U8,ICA,4204,1,INGENIERIA DE BIOPROCESOS AMBI,6,,,,12:30 -15:20,,,02/06/2022,02/06/2022,C-025,PRBA 3,ARAYA/ARANCIBIA BLANCA BEGONA  + MEDINA/ARMIJO ALEJANDRA JACQUELINE (LABT)
PE2016,3961,,U8,ICA,4204,1,INGENIERIA DE BIOPROCESOS AMBI,6,,,,12:30 -15:20,,,07/03/2022,22/06/2022,C-025,CLAS,ARAYA/ARANCIBIA BLANCA BEGONA  + MEDINA/ARMIJO ALEJANDRA JACQUELINE (LABT)
PE2016,5800,,,ICI,25,1,INGENIERIA DE NEGOCIOS,6,,13:30 -15:20,,,,,28/06/2022,28/06/2022,,EXAM,GONZALEZ/LOPEZ MARIA FERNANDA
PE2016,5800,,,ICI,25,1,INGENIERIA DE NEGOCIOS,6,,,,08:30 -11:20,,,28/04/2022,28/04/2022,,PRBA 1,GONZALEZ/LOPEZ MARIA FERNANDA
PE2016,5800,,,ICI,25,1,INGENIERIA DE NEGOCIOS,6,,,,08:30 -11:20,,,09/06/2022,09/06/2022,,PRBA 2,GONZALEZ/LOPEZ MARIA FERNANDA
PE2016,5800,,,ICI,25,1,INGENIERIA DE NEGOCIOS,6,,,,08:30 -11:20,,,07/03/2022,22/06/2022,,CLAS,GONZALEZ/LOPEZ MARIA FERNANDA
PE2016,3963,,,IOC,4010,1,INGENIERIA Y GESTION DEL TRANS,6,13:30 -14:20,,,,,,07/03/2022,22/06/2022,C-104,CLAS,FERNANDEZ/AGUILERA RODRIGO EDUARDO
PE2016,3963,,,IOC,4010,1,INGENIERIA Y GESTION DEL TRANS,6,17:30 -19:20,,,,,,14/03/2022,22/06/2022,,AYUD,FERNANDEZ/AGUILERA RODRIGO EDUARDO
PE2016,3963,,,IOC,4010,1,INGENIERIA Y GESTION DEL TRANS,6,17:30 -19:20,,,,,,11/04/2022,11/04/2022,,PRBA 1,FERNANDEZ/AGUILERA RODRIGO EDUARDO
PE2016,3963,,,IOC,4010,1,INGENIERIA Y GESTION DEL TRANS,6,17:30 -19:20,,,,,,30/05/2022,30/05/2022,,PRBA 2,FERNANDEZ/AGUILERA RODRIGO EDUARDO
PE2016,3963,,,IOC,4010,1,INGENIERIA Y GESTION DEL TRANS,6,,,15:30 -17:20,,,,29/06/2022,29/06/2022,,EXAM,FERNANDEZ/AGUILERA RODRIGO EDUARDO
PE2016,3963,,,IOC,4010,1,INGENIERIA Y GESTION DEL TRANS,6,,,,10:30 -12:20,,,07/03/2022,22/06/2022,C-213,CLAS,FERNANDEZ/AGUILERA RODRIGO EDUARDO
PE2016,3965,,,ING,4104,1,INNOVATION WORKSHOP,3,,,,17:30 -19:20,,,30/06/2022,30/06/2022,,EXAM,ALVAREZ/DEL RIO JULIAN 
PE2016,3965,,,ING,4104,1,INNOVATION WORKSHOP,3,,,,,17:30 -19:20,,07/03/2022,22/06/2022,I010,CLAS,ALVAREZ/DEL RIO JULIAN 
PE2016,5824,,,ING,4104,2,INNOVATION WORKSHOP,3,,,,15:30 -17:20,,,07/03/2022,22/06/2022,I010,CLAS,OYARZUN/ALCAYAGA JUAN PABLO
PE2016,5824,,,ING,4104,2,INNOVATION WORKSHOP,3,,,,15:30 -17:20,,,30/06/2022,30/06/2022,,EXAM,OYARZUN/ALCAYAGA JUAN PABLO
PE2016,5825,,,ING,4104,3,INNOVATION WORKSHOP,3,,,,17:30 -19:20,,,07/03/2022,22/06/2022,I010,CLAS,OYARZUN/ALCAYAGA JUAN PABLO
PE2016,5825,,,ING,4104,3,INNOVATION WORKSHOP,3,,,,17:30 -19:20,,,30/06/2022,30/06/2022,,EXAM,OYARZUN/ALCAYAGA JUAN PABLO
PE2016,3967,,,ICI,5102,1,INSTRUMENTOS FINANCIEROS,6,,12:30 -15:20,,,,,07/03/2022,22/06/2022,C-221,CLAS,MELLA/BARAHONA JAVIER ANDRES
PE2016,3967,,,ICI,5102,1,INSTRUMENTOS FINANCIEROS,6,,12:30 -15:20,,,,,26/04/2022,26/04/2022,C-221,PRBA 1,MELLA/BARAHONA JAVIER ANDRES
PE2016,3967,,,ICI,5102,1,INSTRUMENTOS FINANCIEROS,6,,12:30 -15:20,,,,,01/06/2022,01/06/2022,C-221,PRBA 2,MELLA/BARAHONA JAVIER ANDRES
PE2016,3967,,,ICI,5102,1,INSTRUMENTOS FINANCIEROS,6,,,15:30 -17:20,,,,14/03/2022,22/06/2022,,AYUD,MELLA/BARAHONA JAVIER ANDRES
PE2016,3967,,,ICI,5102,1,INSTRUMENTOS FINANCIEROS,6,,,13:30 -15:20,,,,06/07/2022,06/07/2022,,EXAM,MELLA/BARAHONA JAVIER ANDRES
PE2016,6549,,,ICC,16,1,INTRO. A LA CIBERSEGURIDAD,6,,14:30 -16:20,,,,,07/03/2022,22/06/2022,,CLAS,NICOLOSSI/BAEZA JUAN IGNACIO
PE2016,6549,,,ICC,16,1,INTRO. A LA CIBERSEGURIDAD,6,,13:30 -15:20,,,,,28/06/2022,28/06/2022,,EXAM,NICOLOSSI/BAEZA JUAN IGNACIO
PE2016,6549,,,ICC,16,1,INTRO. A LA CIBERSEGURIDAD,6,,,,14:30 -16:20,,,07/03/2022,22/06/2022,,CLAS,NICOLOSSI/BAEZA JUAN IGNACIO
PE2016,3969,,,ING,1203,1,INTRODUCCION A LA MECANICA,6,19:30 -21:20,,,,,,06/06/2022,06/06/2022,,PRBA 3,CARTES/MORAGA CARLOS GABRIEL  + MEDINA/ARMIJO ALEJANDRA JACQUELINE (LABT)
PE2016,3969,,,ING,1203,1,INTRODUCCION A LA MECANICA,6,,10:30 -12:20,,,,,07/03/2022,22/06/2022,B-35,CLAS,CARTES/MORAGA CARLOS GABRIEL  + MEDINA/ARMIJO ALEJANDRA JACQUELINE (LABT)
PE2016,3969,,,ING,1203,1,INTRODUCCION A LA MECANICA,6,,10:30 -12:20,,,,,12/04/2022,12/04/2022,B-35,PRBA 1,CARTES/MORAGA CARLOS GABRIEL  + MEDINA/ARMIJO ALEJANDRA JACQUELINE (LABT)
PE2016,3969,,,ING,1203,1,INTRODUCCION A LA MECANICA,6,,10:30 -12:20,,,,,10/05/2022,10/05/2022,B-35,PRBA 2,CARTES/MORAGA CARLOS GABRIEL  + MEDINA/ARMIJO ALEJANDRA JACQUELINE (LABT)
PE2016,3969,,,ING,1203,1,INTRODUCCION A LA MECANICA,6,,,13:30 -15:20,,,,14/03/2022,22/06/2022,,AYUD,CARTES/MORAGA CARLOS GABRIEL  + MEDINA/ARMIJO ALEJANDRA JACQUELINE (LABT)
PE2016,3969,,,ING,1203,1,INTRODUCCION A LA MECANICA,6,,,,10:30 -12:20,,,07/03/2022,22/06/2022,C-019,CLAS,CARTES/MORAGA CARLOS GABRIEL  + MEDINA/ARMIJO ALEJANDRA JACQUELINE (LABT)
